,Daily Global Risk Appetite,Equity-Only Risk Appetite,US Credit Risk Appetite (New)
27/10/1981,-2.2,-1.25,NA
28/10/1981,-2.32,-1.34,NA
29/10/1981,-2.36,-1.29,NA
30/10/1981,-2.55,-1.52,NA
02/11/1981,-2.62,-1.6,NA
03/11/1981,-2.54,-1.56,NA
04/11/1981,-2.65,-1.56,NA
05/11/1981,-2.39,-1.22,NA
06/11/1981,-2.42,-1.16,NA
09/11/1981,-2.62,-1.26,NA
10/11/1981,-2.55,-1.16,NA
11/11/1981,-2.67,-1.21,NA
12/11/1981,-2.83,-1.36,NA
13/11/1981,-2.79,-1.19,NA
16/11/1981,-2.85,-1.15,NA
17/11/1981,-2.95,-1.39,NA
18/11/1981,-2.68,-1.09,NA
19/11/1981,-2.55,-0.96,NA
20/11/1981,-2.37,-0.9,NA
23/11/1981,-2.16,-0.81,NA
24/11/1981,-2.22,-0.92,NA
25/11/1981,-2.09,-0.76,NA
26/11/1981,-2.01,-0.66,NA
27/11/1981,-1.85,-0.5,NA
30/11/1981,-1.66,-0.41,NA
01/12/1981,-1.6,-0.45,NA
02/12/1981,-1.54,-0.27,NA
03/12/1981,-1.61,-0.42,NA
04/12/1981,-1.68,-0.51,NA
07/12/1981,-1.42,-0.29,NA
08/12/1981,-1.35,-0.23,NA
09/12/1981,-1.45,-0.39,NA
10/12/1981,-1.36,-0.38,NA
11/12/1981,-1.24,-0.2,NA
14/12/1981,-1.36,-0.07,NA
15/12/1981,-1.33,-0.02,NA
16/12/1981,-1.29,0.09,NA
17/12/1981,-1.14,0.15,NA
18/12/1981,-1.12,0.17,NA
21/12/1981,-0.9,0.31,NA
22/12/1981,-0.87,0.3,NA
23/12/1981,-0.59,0.53,NA
24/12/1981,-0.5,0.62,NA
25/12/1981,-0.48,0.68,NA
28/12/1981,-0.3,0.89,NA
29/12/1981,-0.12,1.11,NA
30/12/1981,-0.17,1.04,NA
31/12/1981,-0.17,1.09,NA
01/01/1982,-0.1,1.12,NA
04/01/1982,-0.38,0.86,NA
05/01/1982,-0.26,1.14,NA
06/01/1982,-0.27,1.15,NA
07/01/1982,-0.19,1.2,NA
08/01/1982,-0.04,1.36,NA
11/01/1982,0.22,1.73,NA
12/01/1982,0.15,1.76,NA
13/01/1982,0.29,1.98,NA
14/01/1982,0.3,1.92,NA
15/01/1982,0.46,2.01,NA
18/01/1982,0.54,2.07,NA
19/01/1982,0.45,2.12,NA
20/01/1982,0.44,2.17,NA
21/01/1982,0.41,2.15,NA
22/01/1982,0.39,2.15,NA
25/01/1982,0.23,1.98,NA
26/01/1982,0.23,2.04,NA
27/01/1982,0.07,1.88,NA
28/01/1982,-0.38,1.43,NA
29/01/1982,-0.42,1.39,NA
01/02/1982,-0.34,1.62,NA
02/02/1982,-0.55,1.39,NA
03/02/1982,-0.6,1.4,NA
04/02/1982,-0.74,1.29,NA
05/02/1982,-0.88,1.17,NA
08/02/1982,-0.99,1.25,NA
09/02/1982,-1.15,1.1,NA
10/02/1982,-1.3,0.9,NA
11/02/1982,-1.3,0.97,NA
12/02/1982,-1.31,0.99,NA
15/02/1982,-1.48,0.81,NA
16/02/1982,-1.61,0.71,NA
17/02/1982,-1.54,0.84,NA
18/02/1982,-1.42,0.97,NA
19/02/1982,-1.11,1.31,NA
22/02/1982,-1.14,1.54,NA
23/02/1982,-1.22,1.39,NA
24/02/1982,-1.45,0.99,NA
25/02/1982,-1.44,1.06,NA
26/02/1982,-1.36,1.11,NA
01/03/1982,-1.5,1.03,NA
02/03/1982,-1.53,1.05,NA
03/03/1982,-1.66,1.04,NA
04/03/1982,-1.84,0.96,NA
05/03/1982,-1.8,1.05,NA
08/03/1982,-1.58,1.33,NA
09/03/1982,-1.83,0.98,NA
10/03/1982,-1.76,0.94,NA
11/03/1982,-1.56,1.04,NA
12/03/1982,-1.42,1.22,NA
15/03/1982,-1.45,1.07,NA
16/03/1982,-1.27,1.35,NA
17/03/1982,-1.06,1.62,NA
18/03/1982,-0.92,1.62,NA
19/03/1982,-0.73,1.82,NA
22/03/1982,-0.99,1.48,NA
23/03/1982,-1.01,1.38,NA
24/03/1982,-0.67,1.65,NA
25/03/1982,-0.52,1.77,NA
26/03/1982,-0.33,2.03,NA
29/03/1982,-0.22,1.99,NA
30/03/1982,-0.14,2.05,NA
31/03/1982,-0.25,1.92,NA
01/04/1982,-0.45,1.6,NA
02/04/1982,-0.37,1.56,NA
05/04/1982,-0.37,1.56,NA
06/04/1982,-0.36,1.55,NA
07/04/1982,-0.29,1.67,NA
08/04/1982,-0.45,1.54,NA
09/04/1982,-0.41,1.58,NA
12/04/1982,-0.38,1.66,NA
13/04/1982,-0.35,1.76,NA
14/04/1982,-0.32,1.76,NA
15/04/1982,-0.4,1.68,NA
16/04/1982,-0.48,1.68,NA
19/04/1982,-0.3,1.86,NA
20/04/1982,-0.25,1.97,NA
21/04/1982,-0.4,1.8,NA
22/04/1982,-0.17,1.84,NA
23/04/1982,-0.23,1.69,NA
26/04/1982,-0.41,1.41,NA
27/04/1982,-0.25,1.71,NA
28/04/1982,-0.24,1.7,NA
29/04/1982,-0.17,1.84,NA
30/04/1982,-0.25,1.68,NA
03/05/1982,-0.32,1.48,NA
04/05/1982,-0.35,1.32,NA
05/05/1982,-0.55,1.09,NA
06/05/1982,-0.52,0.97,NA
07/05/1982,-0.42,1.02,NA
10/05/1982,-0.41,1.14,NA
11/05/1982,-0.44,1.02,NA
12/05/1982,-0.3,1.11,NA
13/05/1982,-0.5,0.93,NA
14/05/1982,-0.58,0.91,NA
17/05/1982,-0.64,0.97,NA
18/05/1982,-0.7,0.97,NA
19/05/1982,-0.62,1.09,NA
20/05/1982,-0.83,0.95,NA
21/05/1982,-1.06,0.63,NA
24/05/1982,-1.24,0.41,NA
25/05/1982,-1.13,0.56,NA
26/05/1982,-0.96,0.92,NA
27/05/1982,-1.04,0.96,NA
28/05/1982,-1.15,1.08,NA
31/05/1982,-1.15,1.1,NA
01/06/1982,-1.02,1.17,NA
02/06/1982,-1.24,0.89,NA
03/06/1982,-1.4,0.9,NA
04/06/1982,-1.42,1.09,NA
07/06/1982,-1.54,1.07,NA
08/06/1982,-1.5,1.15,NA
09/06/1982,-1.62,1.08,NA
10/06/1982,-1.97,0.63,NA
11/06/1982,-2,0.46,NA
14/06/1982,-2.05,0.38,NA
15/06/1982,-2.21,0.25,NA
16/06/1982,-2.39,0.15,NA
17/06/1982,-2.46,0.2,NA
18/06/1982,-2.5,0.12,NA
21/06/1982,-2.47,0.15,NA
22/06/1982,-2.34,0.13,NA
23/06/1982,-2.4,-0.22,NA
24/06/1982,-2.66,-0.35,NA
25/06/1982,-2.7,-0.33,NA
28/06/1982,-3.04,-0.82,NA
29/06/1982,-3.14,-0.9,NA
30/06/1982,-3.22,-0.82,NA
01/07/1982,-3.5,-0.86,NA
02/07/1982,-3.59,-0.73,NA
05/07/1982,-3.68,-0.79,NA
06/07/1982,-3.77,-0.74,NA
07/07/1982,-3.8,-0.75,NA
08/07/1982,-4.16,-0.82,NA
09/07/1982,-4.41,-1.19,NA
12/07/1982,-4.5,-1.3,NA
13/07/1982,-4.51,-1.49,NA
14/07/1982,-4.38,-1.55,NA
15/07/1982,-4.38,-1.42,NA
16/07/1982,-4.61,-1.47,NA
19/07/1982,-4.48,-1.24,NA
20/07/1982,-4.56,-1.31,NA
21/07/1982,-4.54,-1.22,NA
22/07/1982,-4.66,-1.24,NA
23/07/1982,-4.57,-1.08,NA
26/07/1982,-4.26,-0.88,NA
27/07/1982,-4.32,-0.71,NA
28/07/1982,-4.35,-0.47,NA
29/07/1982,-4.65,-0.76,NA
30/07/1982,-4.66,-0.44,NA
02/08/1982,-4.88,-0.88,NA
03/08/1982,-4.63,-0.5,NA
04/08/1982,-4.62,-0.14,NA
05/08/1982,-4.67,0,NA
06/08/1982,-4.68,0.17,NA
09/08/1982,-4.98,-0.13,NA
10/08/1982,-5.01,-0.19,NA
11/08/1982,-4.94,-0.04,NA
12/08/1982,-5.24,-0.62,NA
13/08/1982,-5.37,-0.9,NA
16/08/1982,-5.37,-0.99,NA
17/08/1982,-5.19,-1.19,NA
18/08/1982,-4.78,-0.6,NA
19/08/1982,-4.54,-0.35,NA
20/08/1982,-4.3,-0.6,NA
23/08/1982,-3.71,-0.79,NA
24/08/1982,-3.79,-0.84,NA
25/08/1982,-3.65,-1.3,NA
26/08/1982,-3.45,-1.5,NA
27/08/1982,-3.13,-1.01,NA
30/08/1982,-2.93,-0.84,NA
31/08/1982,-2.75,-1.14,NA
01/09/1982,-2.69,-0.95,NA
02/09/1982,-2.42,-0.94,NA
03/09/1982,-1.86,-0.64,NA
06/09/1982,-1.74,-0.54,NA
07/09/1982,-1.83,-0.49,NA
08/09/1982,-1.82,-0.61,NA
09/09/1982,-1.45,-0.02,NA
10/09/1982,-1.45,-0.11,NA
13/09/1982,-1.33,-0.17,NA
14/09/1982,-1.15,-0.14,NA
15/09/1982,-1.15,-0.33,NA
16/09/1982,-1.19,-0.24,NA
17/09/1982,-1.43,-0.11,NA
20/09/1982,-1.55,-0.13,NA
21/09/1982,-1.19,0.23,NA
22/09/1982,-1.44,0.11,NA
23/09/1982,-1.6,0.05,NA
24/09/1982,-1.6,0.08,NA
27/09/1982,-2.01,-0.46,NA
28/09/1982,-2.27,-0.71,NA
29/09/1982,-2.7,-1.05,NA
30/09/1982,-3.12,-1.35,NA
01/10/1982,-3.26,-1.73,NA
04/10/1982,-3.48,-2.24,NA
05/10/1982,-3.1,-1.65,NA
06/10/1982,-2.33,-1.19,NA
07/10/1982,-1.96,-0.9,NA
08/10/1982,-1.92,-1.37,NA
11/10/1982,-1.18,-0.78,NA
12/10/1982,-1.55,-0.99,NA
13/10/1982,-1.35,-1.12,NA
14/10/1982,-1.42,-0.84,NA
15/10/1982,-1.59,-0.91,NA
18/10/1982,-0.91,-0.27,NA
19/10/1982,-0.88,-0.04,NA
20/10/1982,-0.43,0.18,NA
21/10/1982,-0.94,-0.13,NA
22/10/1982,-1.04,-0.16,NA
25/10/1982,-1.35,0.27,NA
26/10/1982,-1.64,-0.24,NA
27/10/1982,-1.55,-0.25,NA
28/10/1982,-1.86,-0.29,NA
29/10/1982,-2.01,-0.29,NA
01/11/1982,-1.72,-0.1,NA
02/11/1982,-1.21,0.32,NA
03/11/1982,0.13,1.77,NA
04/11/1982,-0.26,1.26,NA
05/11/1982,-0.23,1.21,NA
08/11/1982,-0.43,1.12,NA
09/11/1982,0.08,1.48,NA
10/11/1982,-0.17,1.12,NA
11/11/1982,-0.02,1.23,NA
12/11/1982,-0.35,1.01,NA
15/11/1982,-0.82,0.3,NA
16/11/1982,-0.96,0.31,NA
17/11/1982,-0.7,0.38,NA
18/11/1982,-0.56,0.34,NA
19/11/1982,-0.82,0.11,NA
22/11/1982,-1.22,-0.27,NA
23/11/1982,-1.33,-0.41,NA
24/11/1982,-1.03,-0.18,NA
25/11/1982,-1.06,-0.31,NA
26/11/1982,-0.93,-0.28,NA
29/11/1982,-0.84,-0.33,NA
30/11/1982,0.22,0.81,NA
01/12/1982,0.31,0.78,NA
02/12/1982,0.13,0.49,NA
03/12/1982,-0.09,0.35,NA
06/12/1982,0.52,0.84,NA
07/12/1982,0.71,1.03,NA
08/12/1982,0.66,0.94,NA
09/12/1982,0.35,0.84,NA
10/12/1982,0.36,0.92,NA
13/12/1982,0.46,1.15,NA
14/12/1982,0.76,0.86,NA
15/12/1982,0.42,0.73,NA
16/12/1982,0.46,0.77,NA
17/12/1982,0.87,1.07,NA
20/12/1982,0.69,0.92,NA
21/12/1982,1.03,1.41,NA
22/12/1982,1.02,1.39,NA
23/12/1982,1.03,1.16,NA
24/12/1982,1.07,1.06,NA
27/12/1982,1.47,1.23,NA
28/12/1982,1.31,1.07,NA
29/12/1982,1.4,1.11,NA
30/12/1982,1.25,0.96,NA
31/12/1982,1.24,0.94,NA
03/01/1983,0.75,0.39,NA
04/01/1983,1.17,0.84,NA
05/01/1983,1.27,0.73,NA
06/01/1983,1.91,1.36,NA
07/01/1983,2.02,1.39,NA
10/01/1983,2.4,1.91,NA
11/01/1983,2.2,1.85,NA
12/01/1983,2.42,2.31,NA
13/01/1983,2.31,2.09,NA
14/01/1983,2.51,2.26,NA
17/01/1983,2.6,2.26,NA
18/01/1983,2.7,2.6,NA
19/01/1983,2.7,2.58,NA
20/01/1983,2.88,2.68,NA
21/01/1983,2.6,2.07,NA
24/01/1983,2.2,2.1,NA
25/01/1983,2.59,2.52,NA
26/01/1983,2.62,2.22,NA
27/01/1983,3.14,2.84,NA
28/01/1983,3.45,2.97,NA
31/01/1983,3.8,3.01,NA
01/02/1983,3.57,2.85,NA
02/02/1983,3.68,2.95,NA
03/02/1983,3.82,3.06,NA
04/02/1983,4.13,3.29,NA
07/02/1983,4.25,3.31,NA
08/02/1983,4.23,3.27,NA
09/02/1983,4.12,3.15,NA
10/02/1983,4.4,3.57,NA
11/02/1983,4.4,3.57,NA
14/02/1983,4.61,3.58,NA
15/02/1983,4.49,3.49,NA
16/02/1983,4.34,3.51,NA
17/02/1983,4.23,3.59,NA
18/02/1983,4.14,3.53,NA
21/02/1983,3.94,3.34,NA
22/02/1983,3.42,3.05,NA
23/02/1983,3.43,3.06,NA
24/02/1983,3.76,3.31,NA
25/02/1983,3.59,3.07,NA
28/02/1983,3.04,2.42,NA
01/03/1983,3.3,2.91,NA
02/03/1983,3.41,2.93,NA
03/03/1983,3.44,2.83,NA
04/03/1983,3.42,2.77,NA
07/03/1983,3.52,2.69,NA
08/03/1983,3.19,2.44,NA
09/03/1983,3.26,2.54,NA
10/03/1983,3.14,2.26,NA
11/03/1983,3,2.06,NA
14/03/1983,2.9,1.89,NA
15/03/1983,2.9,1.92,NA
16/03/1983,2.68,1.38,NA
17/03/1983,2.6,1.18,NA
18/03/1983,2.71,1.22,NA
21/03/1983,2.85,1.36,NA
22/03/1983,2.91,1.19,NA
23/03/1983,3.13,1.31,NA
24/03/1983,3.22,1.26,NA
25/03/1983,3.13,1.1,NA
28/03/1983,2.92,0.82,NA
29/03/1983,2.86,0.92,NA
30/03/1983,3.05,1.18,NA
31/03/1983,3.06,1.19,NA
01/04/1983,3.04,1.23,NA
04/04/1983,3,1.34,NA
05/04/1983,2.8,1.32,NA
06/04/1983,2.59,1,NA
07/04/1983,2.66,1.21,NA
08/04/1983,2.85,1.61,NA
11/04/1983,3.17,1.92,NA
12/04/1983,3.39,2.29,NA
13/04/1983,3.49,2.48,NA
14/04/1983,3.54,2.35,NA
15/04/1983,3.54,2.26,NA
18/04/1983,3.49,1.97,NA
19/04/1983,3.37,1.97,NA
20/04/1983,3.4,1.91,NA
21/04/1983,3.28,1.7,NA
22/04/1983,3.22,1.66,NA
25/04/1983,3.09,1.66,NA
26/04/1983,3.3,1.82,NA
27/04/1983,3.37,1.96,NA
28/04/1983,3.48,1.95,NA
29/04/1983,3.6,2.1,NA
02/05/1983,3.25,1.48,NA
03/05/1983,3.25,1.69,NA
04/05/1983,3.23,1.65,NA
05/05/1983,3.4,1.88,NA
06/05/1983,3.56,1.98,NA
09/05/1983,3.65,2.04,NA
10/05/1983,3.69,2.31,NA
11/05/1983,3.57,2.3,NA
12/05/1983,3.56,2.45,NA
13/05/1983,3.63,2.55,NA
16/05/1983,3.53,2.57,NA
17/05/1983,3.58,2.6,NA
18/05/1983,3.56,2.58,NA
19/05/1983,3.55,2.58,NA
20/05/1983,3.59,2.78,NA
23/05/1983,3.63,2.74,NA
24/05/1983,3.84,2.77,NA
25/05/1983,4.01,2.93,NA
26/05/1983,4.08,3.02,NA
27/05/1983,4.04,3.19,NA
30/05/1983,4.07,3.14,NA
31/05/1983,3.97,3.12,NA
01/06/1983,3.95,3.33,NA
02/06/1983,4.15,3.48,NA
03/06/1983,4.19,3.35,NA
06/06/1983,4.23,3.27,NA
07/06/1983,3.95,2.95,NA
08/06/1983,3.78,2.8,NA
09/06/1983,3.77,2.74,NA
10/06/1983,3.9,2.83,NA
13/06/1983,4.04,2.8,NA
14/06/1983,4.19,2.99,NA
15/06/1983,4.35,3.34,NA
16/06/1983,4.61,3.56,NA
17/06/1983,4.7,3.53,NA
20/06/1983,4.85,3.62,NA
21/06/1983,4.94,3.39,NA
22/06/1983,4.99,3.36,NA
23/06/1983,4.95,3.28,NA
24/06/1983,4.99,3.24,NA
27/06/1983,4.87,3.06,NA
28/06/1983,4.23,2.58,NA
29/06/1983,4.28,2.72,NA
30/06/1983,4.43,2.91,NA
01/07/1983,4.39,2.78,NA
04/07/1983,4.48,3.1,NA
05/07/1983,4.28,2.81,NA
06/07/1983,4.34,2.76,NA
07/07/1983,4.29,2.59,NA
08/07/1983,4.2,2.54,NA
11/07/1983,4.22,2.52,NA
12/07/1983,4.03,2.45,NA
13/07/1983,3.9,2.41,NA
14/07/1983,4.05,2.66,NA
15/07/1983,3.86,2.4,NA
18/07/1983,3.75,2.42,NA
19/07/1983,3.81,2.48,NA
20/07/1983,4.1,2.54,NA
21/07/1983,4.02,2.15,NA
22/07/1983,3.97,2.01,NA
25/07/1983,3.95,1.91,NA
26/07/1983,4.15,1.92,NA
27/07/1983,3.88,1.53,NA
28/07/1983,3.59,1.1,NA
29/07/1983,3.53,1.39,NA
01/08/1983,3.47,1.47,NA
02/08/1983,3.45,1.31,NA
03/08/1983,3.73,1.78,NA
04/08/1983,3.61,1.63,NA
05/08/1983,3.58,1.77,NA
08/08/1983,3.34,1.62,NA
09/08/1983,3.27,1.63,NA
10/08/1983,3.41,1.63,NA
11/08/1983,3.33,1.61,NA
12/08/1983,3.24,1.41,NA
15/08/1983,3.3,1.27,NA
16/08/1983,3.28,1.34,NA
17/08/1983,3.34,1.33,NA
18/08/1983,3.15,0.95,NA
19/08/1983,3.1,0.77,NA
22/08/1983,2.99,0.69,NA
23/08/1983,2.76,0.5,NA
24/08/1983,2.48,0.3,NA
25/08/1983,2.35,0.14,NA
26/08/1983,2.38,0.09,NA
29/08/1983,2.48,0.18,NA
30/08/1983,2.48,0.17,NA
31/08/1983,2.73,0.42,NA
01/09/1983,2.71,0.38,NA
02/09/1983,2.83,0.71,NA
05/09/1983,2.74,0.39,NA
06/09/1983,2.84,0.43,NA
07/09/1983,2.71,0.37,NA
08/09/1983,2.64,0.29,NA
09/09/1983,2.48,0.32,NA
12/09/1983,2.24,0.24,NA
13/09/1983,2.07,0.19,NA
14/09/1983,2.2,0.41,NA
15/09/1983,2.14,0.45,NA
16/09/1983,2.18,0.67,NA
19/09/1983,2.14,0.48,NA
20/09/1983,2.14,0.17,NA
21/09/1983,2.16,0.36,NA
22/09/1983,2.26,0.41,NA
23/09/1983,2.03,-0.02,NA
26/09/1983,2.01,-0.21,NA
27/09/1983,1.74,-0.43,NA
28/09/1983,1.57,-0.71,NA
29/09/1983,1.47,-0.72,NA
30/09/1983,1.21,-0.85,NA
03/10/1983,0.9,-1.32,NA
04/10/1983,0.76,-1.5,NA
05/10/1983,0.72,-1.6,NA
06/10/1983,0.84,-1.69,NA
07/10/1983,0.93,-1.63,NA
10/10/1983,1.02,-1.61,NA
11/10/1983,0.93,-1.66,NA
12/10/1983,0.68,-1.94,NA
13/10/1983,0.73,-1.73,NA
14/10/1983,0.65,-1.52,NA
17/10/1983,0.52,-1.71,NA
18/10/1983,0.38,-1.51,NA
19/10/1983,0.2,-1.47,NA
20/10/1983,0.22,-1.48,NA
21/10/1983,0.06,-1.56,NA
24/10/1983,0.02,-1.59,NA
25/10/1983,0.14,-1.51,NA
26/10/1983,0.07,-1.41,NA
27/10/1983,0,-1.49,NA
28/10/1983,-0.1,-1.39,NA
31/10/1983,0.01,-1.22,NA
01/11/1983,-0.07,-1.4,NA
02/11/1983,0.11,-1.2,NA
03/11/1983,0.12,-1.03,NA
04/11/1983,0.15,-0.86,NA
07/11/1983,0.18,-0.71,NA
08/11/1983,0.05,-0.97,NA
09/11/1983,0.14,-1.07,NA
10/11/1983,0.13,-0.98,NA
11/11/1983,0.26,-0.99,NA
14/11/1983,0.3,-0.9,NA
15/11/1983,0.26,-0.88,NA
16/11/1983,0.27,-0.96,NA
17/11/1983,0.38,-0.74,NA
18/11/1983,0.35,-0.54,NA
21/11/1983,0.24,-0.71,NA
22/11/1983,0.32,-0.57,NA
23/11/1983,0.41,-0.5,NA
24/11/1983,0.48,-0.38,NA
25/11/1983,0.61,-0.16,NA
28/11/1983,0.7,0.18,NA
29/11/1983,0.8,0.4,NA
30/11/1983,0.78,0.51,NA
01/12/1983,0.75,0.55,NA
02/12/1983,0.81,0.62,NA
05/12/1983,0.78,0.43,NA
06/12/1983,0.69,0.45,NA
07/12/1983,0.62,0.31,NA
08/12/1983,0.68,0.41,NA
09/12/1983,0.57,0.41,NA
12/12/1983,0.55,0.34,NA
13/12/1983,0.57,0.53,NA
14/12/1983,0.47,0.63,NA
15/12/1983,0.3,0.58,NA
16/12/1983,0.33,0.69,NA
19/12/1983,0.22,0.62,NA
20/12/1983,0.25,0.73,NA
21/12/1983,0.21,0.4,NA
22/12/1983,0.19,0.57,NA
23/12/1983,0.13,0.55,NA
26/12/1983,0.04,0.47,NA
27/12/1983,-0.03,-0.07,NA
28/12/1983,-0.03,-0.27,NA
29/12/1983,-0.07,-0.22,NA
30/12/1983,-0.16,-0.4,NA
02/01/1984,-0.05,-0.25,NA
03/01/1984,-0.01,-0.06,NA
04/01/1984,0.06,-0.36,NA
05/01/1984,0.37,-0.22,NA
06/01/1984,0.61,0.07,NA
09/01/1984,0.69,0.08,NA
10/01/1984,0.58,0.13,NA
11/01/1984,0.48,-0.05,NA
12/01/1984,0.63,0.16,NA
13/01/1984,0.52,0.26,NA
16/01/1984,0.5,0.28,NA
17/01/1984,0.57,0.24,NA
18/01/1984,0.84,0.67,NA
19/01/1984,0.75,0.62,NA
20/01/1984,0.74,0.72,NA
23/01/1984,0.82,1.13,NA
24/01/1984,0.81,0.96,NA
25/01/1984,0.9,1.01,NA
26/01/1984,0.82,1.07,NA
27/01/1984,0.88,1.23,NA
30/01/1984,1.04,1.64,NA
31/01/1984,1.01,1.64,NA
01/02/1984,1.01,1.75,NA
02/02/1984,0.78,1.41,NA
03/02/1984,0.75,1.81,NA
06/02/1984,0.47,1.98,NA
07/02/1984,0.1,1.35,NA
08/02/1984,-0.08,1.19,NA
09/02/1984,-0.36,0.83,NA
10/02/1984,-0.25,0.84,NA
13/02/1984,-0.15,1.22,NA
14/02/1984,-0.06,1.32,NA
15/02/1984,-0.03,1.4,NA
16/02/1984,-0.04,1.42,NA
17/02/1984,0.09,1.58,NA
20/02/1984,0.12,1.69,NA
21/02/1984,0.11,1.84,NA
22/02/1984,-0.05,1.81,NA
23/02/1984,0.06,2,NA
24/02/1984,0,1.27,NA
27/02/1984,0.09,0.87,NA
28/02/1984,-0.04,1.07,NA
29/02/1984,-0.05,1.23,NA
01/03/1984,0.08,1.29,NA
02/03/1984,0.32,1.61,NA
05/03/1984,0.47,1.87,NA
06/03/1984,0.31,1.87,NA
07/03/1984,0.22,2.03,NA
08/03/1984,0.2,1.95,NA
09/03/1984,0.2,2.03,NA
12/03/1984,0.2,1.67,NA
13/03/1984,0.23,1.37,NA
14/03/1984,0.39,1.41,NA
15/03/1984,0.61,1.75,NA
16/03/1984,0.96,1.9,NA
19/03/1984,1.24,2.68,NA
20/03/1984,1.42,2.74,NA
21/03/1984,1.54,2.94,NA
22/03/1984,1.52,3.25,NA
23/03/1984,1.51,3.27,NA
26/03/1984,1.55,3.42,NA
27/03/1984,1.49,3.18,NA
28/03/1984,1.47,2.54,NA
29/03/1984,1.37,2.14,NA
30/03/1984,1.4,1.8,NA
02/04/1984,1.5,2.07,NA
03/04/1984,1.58,2.51,NA
04/04/1984,1.64,2.52,NA
05/04/1984,1.82,3.4,NA
06/04/1984,1.87,3.89,NA
09/04/1984,1.79,3.9,NA
10/04/1984,2.03,4.21,NA
11/04/1984,2.06,4.22,NA
12/04/1984,2.04,3.61,NA
13/04/1984,2.17,3.54,NA
16/04/1984,2.26,3.59,NA
17/04/1984,2.44,4.03,NA
18/04/1984,2.54,4.27,NA
19/04/1984,2.66,4.69,NA
20/04/1984,2.57,4.47,NA
23/04/1984,2.5,4.39,NA
24/04/1984,2.36,3.79,NA
25/04/1984,2.43,3.69,NA
26/04/1984,2.47,3.24,NA
27/04/1984,2.54,3.02,NA
30/04/1984,2.54,2.81,NA
01/05/1984,2.54,2.42,NA
02/05/1984,2.67,2.31,NA
03/05/1984,2.63,2.27,NA
04/05/1984,2.53,2.27,NA
07/05/1984,2.3,1.56,NA
08/05/1984,2.41,1.75,NA
09/05/1984,2.32,1.66,NA
10/05/1984,2.25,1.79,NA
11/05/1984,2.19,1.97,NA
14/05/1984,2.08,2.49,NA
15/05/1984,2.1,2.5,NA
16/05/1984,2.09,2.51,NA
17/05/1984,2.1,3.21,NA
18/05/1984,1.91,3.6,NA
21/05/1984,1.78,3.67,NA
22/05/1984,1.69,3.9,NA
23/05/1984,1.61,4.07,NA
24/05/1984,1.66,4.03,NA
25/05/1984,1.32,3.44,NA
28/05/1984,1.33,3.66,NA
29/05/1984,1.49,4.13,NA
30/05/1984,1.41,3.92,NA
31/05/1984,1.21,4.03,NA
01/06/1984,1.06,3.59,NA
04/06/1984,1.2,3.67,NA
05/06/1984,1.21,3.85,NA
06/06/1984,1.36,3.57,NA
07/06/1984,1.39,3.64,NA
08/06/1984,1.3,3.59,NA
11/06/1984,1.21,3.78,NA
12/06/1984,0.95,3.58,NA
13/06/1984,0.8,3.56,NA
14/06/1984,0.44,3.87,NA
15/06/1984,0.07,3.83,NA
18/06/1984,-0.06,2.78,NA
19/06/1984,0.19,2.75,NA
20/06/1984,0.5,2.41,NA
21/06/1984,0.5,2.44,NA
22/06/1984,0.51,2.59,NA
25/06/1984,0.58,2.81,NA
26/06/1984,0.42,2.74,NA
27/06/1984,0.28,2.71,NA
28/06/1984,0.15,1.93,NA
29/06/1984,0.11,1.76,NA
02/07/1984,0.04,1.61,NA
03/07/1984,-0.04,1.54,NA
04/07/1984,-0.04,1.6,NA
05/07/1984,-0.2,1.54,NA
06/07/1984,-0.42,1.33,NA
09/07/1984,-0.92,0.5,NA
10/07/1984,-0.94,0.71,NA
11/07/1984,-1.34,0.48,NA
12/07/1984,-1.69,0.25,NA
13/07/1984,-1.9,-0.07,NA
16/07/1984,-1.76,0.06,NA
17/07/1984,-1.76,-0.16,NA
18/07/1984,-1.94,-0.25,NA
19/07/1984,-2.13,-0.09,NA
20/07/1984,-2.21,-0.13,NA
23/07/1984,-2.56,-0.71,NA
24/07/1984,-2.63,-0.69,NA
25/07/1984,-2.8,-1.11,NA
26/07/1984,-2.75,-1.42,NA
27/07/1984,-2.59,-1.72,NA
30/07/1984,-2.49,-1.58,NA
31/07/1984,-2.53,-1.7,NA
01/08/1984,-2.36,-2.12,NA
02/08/1984,-1.68,-1.98,NA
03/08/1984,-1.29,-2.52,NA
06/08/1984,-0.94,-2.3,NA
07/08/1984,-1.12,-2.62,NA
08/08/1984,-0.98,-2.12,NA
09/08/1984,-0.83,-2.81,NA
10/08/1984,-0.52,-2.29,NA
13/08/1984,-0.5,-2.5,NA
14/08/1984,-0.6,-2.35,NA
15/08/1984,-0.58,-2.17,NA
16/08/1984,-0.63,-2.48,NA
17/08/1984,-0.53,-2.45,NA
20/08/1984,-0.45,-2.67,NA
21/08/1984,-0.19,-2.8,NA
22/08/1984,-0.04,-2.33,NA
23/08/1984,-0.07,-2.43,NA
24/08/1984,-0.13,-2.69,NA
27/08/1984,-0.09,-2.55,NA
28/08/1984,-0.13,-2.81,NA
29/08/1984,-0.07,-2.63,NA
30/08/1984,-0.01,-2.36,NA
31/08/1984,-0.09,-2.36,NA
03/09/1984,-0.17,-2.39,NA
